# Title: Install Community Content,,,
# Description: This option loads Community content on the publish instance for the primary QnA function,,,
QnA,/content/sites/scoring/en/jcr:content/content/primary/qna.social.json,,
ims-74636b3251013ae60a490d44@adobeid.com,0,Polling config / scheduler stopped importing,Hi  in our AEM application we have a poll config used to import a stockquote into our repo. simple. It is scheduled to trigger each 300 sec. (5 minutes) However  for some reason  the process got stuck  and it stopped importing. I looked in the log files  I found no trace of  error that could have caused the stoppage. I restarted the scheduler bundle  and it fixed my problem. Data is now coming in. Do you guys have  opinion on what may have caused the scheduler to stop triggering? Thankyou. 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply, JS Bournival wrote...   Hi  in our AEM application we have a poll config used to import a stockquote into our repo. simple. It is scheduled to trigger each 300 sec. (5 minutes) However  for some reason  the process got stuck  and it stopped importing. I looked in the log files  I found no trace of  error that could have caused the stoppage.   I restarted the scheduler bundle  and it fixed my problem. Data is now coming in.   Do you guys have  opinion on what may have caused the scheduler to stop triggering?   Thankyou.       Most of the cases I have seen is happening due to job gets blacklisted if custom implementation throws  ala exception. To identify set the log level to DEBUG on org.apache.sling.commons.scheduler & when issue reoccur you could find the cause for it. 
ims-74636b3251013ae60a490d44@adobeid.com,1,Reply,will look into this. thanks for the advice. 
ims-50ce6dda40d6e61d9920157f@adobeid.com,0,Workflow issue with Replication Agent that does not participate in Default activation,"CQ5 version 5.5.0 I have a workflow that executes ""Activate"" on a page  then emails for approval before the next step. The activation proceeds correctly. The email to prompt the target audience seemsto approve the next step seems correct. That next step should replicate to a different host  using a replication agent that does not participate in ""Default"" activation. I have verified that this agent does not participate in the first ""Activate"" step. when I ""complete"" the email item to advance the workflow  I get ""com.day.cq.replication.impl.ReplicatorImpl Repository error while replicating. javax.jcr.RepositoryException: Not  absolute path: ics/population/foreign-born"" in the log. The path has been munged   ""ics"" is from ""topics"" and there are higher level path components also missing. Is this a known issue? What is my best next step to debug this? Thanks! "
ims-50ce6dda40d6e61d9920157f@adobeid.com,1,Reply,I've tried to trim the log to a manageable size  showing only the errors from  attempt to run the workflow this afternoon. Thanks 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Not seens such issue. Provide logs from start of workflow till you get error. 
ims-72173f7a534e89cd0a490d44@adobeid.com,0,One apache web server/dispatcher serving multiple physical cq instances.,Hi Team   I would like to know whether a single apache web server can be configured(dispatcher setting) to serve multiple separate physical adobe CRX repository with separate doc roots etc. I dont want three separate apache/httpd installations to point to three different environment like dev qa test in stead I'm looking for one single apache web server to serve the content for all these three boxes. is this feasible ? Can we configure dispatcher for this use case ? Pls let me know.I'm using Adobe AEM 5.6.1  Thanks a lot in advance. Sanjoy 
ims-3fc763f64360cb0f992015d5@adobeid.com,1,Reply,Similar to the examples here:http://docs.adobe.com/docs/en/dispatcher/disp-domains.html#AEM Rewrites Incoming URLs 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,yes  you can. In web server create 3 virtual host and configure dispatcher in respective vhost file. 
ims-5b69103a531765f40a490d4d@adobeid.com,0,search problem: boost in indexing_config,"Hi  I have some problem with boosting in cq 5.6.1. I'm using in indexing_config.xml: <property boost=""5.0"" nodeScopeIndex=""true"">jcr:title</property> but it does not seem to have any effect. Can anybody advise me in this? alpaugh "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Have you rebuild the index? 
ims-5b69103a531765f40a490d4d@adobeid.com,1,Reply,Hi   Yes  I followed this: http://www.wemblog.com/2011/12/how-to-rebuild-index-in-cq5-wem.html alpaugh 
ims-e43813c0523957ef0a490d44@adobeid.com,0,Activate Later and Deactivate Later is not working," Hi All  We are getting exception in ""Activate Later"" and ""Deactivate Later"" functionality of CQ5. Steps to schedule Actiavte/Deactivate Later : 1. Schedule Activate later or Deactivate Later on any page for some time. 2. Check the status of page after scheduled time. Actual Result : Page is not published after scheduled time and also the symbol for Activate Later and Deactivate Later is still displayed. Expected Result : Page should be published or unpublished after scheduled time. Error Stack Trace from logs : 2014-07-09 07:17:14.659 INFO [com.day.cq.wcm.core.impl.PageManagerImpl] Created new version 1.123.61 for /content/en/About 2014-07-09 07:17:14.675 ERROR [com.adobe.granite.workflow.core.job.JobHandler] Could not advance workflow. com.adobe.granite.workflow.WorkflowException: Cannot add WorkItem to admin's inbox   com.adobe.granite.workflow.core.jcr.WorkItemManager.addWorkItem(WorkItemManager.java:124)   com.adobe.granite.workflow.core.jcr.WorkItemManager.addWorkItem(WorkItemManager.java:97)   com.adobe.granite.workflow.core.advance.ParticipantNodeHandler.doTransition(ParticipantNodeHandler.java:152)   com.adobe.granite.workflow.core.advance.AdvanceUtil.transitionFrom(AdvanceUtil.java:143)   com.adobe.granite.workflow.core.WorkflowSessionImpl.complete(WorkflowSessionImpl.java:633)   com.adobe.granite.workflow.core.job.HandlerBase.complete(HandlerBase.java:498)   com.adobe.granite.workflow.core.job.JobHandler.process(JobHandler.java:183)   org.apache.sling.event.jobs.JobUtil$1.run(JobUtil.java:365)   java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)   java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)   java.lang.Thread.run(Thread.java:722) Caused by: javax.jcr.nodetype.ConstraintViolationException: no matching property definition found for {}status   org.apache.jackrabbit.core.nodetype.EffectiveNodeType.getApplicablePropertyDef(EffectiveNodeType.java:782)   org.apache.jackrabbit.core.NodeImpl.getApplicablePropertyDefinition(NodeImpl.java:851)   org.apache.jackrabbit.core.NodeImpl.getOrCreateProperty(NodeImpl.java:399)   org.apache.jackrabbit.core.NodeImpl$SetPropertyOperation.perform(NodeImpl.java:2051)   org.apache.jackrabbit.core.NodeImpl$SetPropertyOperation.perform(NodeImpl.java:1998)   org.apache.jackrabbit.core.session.SessionState.perform(SessionState.java:216)   org.apache.jackrabbit.core.NodeImpl.setProperty(NodeImpl.java:1920)   org.apache.jackrabbit.core.NodeImpl.setProperty(NodeImpl.java:1890)   com.adobe.granite.workflow.core.jcr.WorkItemManager.addWorkItem(WorkItemManager.java:117)  ... 10 more 2014-07-09 07:17:14.675 ERROR [com.adobe.granite.workflow.core.job.JobHandler] Could not add recovery work item com.adobe.granite.workflow.WorkflowException: Cannot add WorkItem to admin's inbox   com.adobe.granite.workflow.core.jcr.WorkItemManager.addWorkItem(WorkItemManager.java:124)   com.adobe.granite.workflow.core.job.HandlerBase.completeInbox(HandlerBase.java:547)   com.adobe.granite.workflow.core.job.HandlerBase.complete(HandlerBase.java:502)   com.adobe.granite.workflow.core.job.JobHandler.process(JobHandler.java:183)   org.apache.sling.event.jobs.JobUtil$1.run(JobUtil.java:365)   java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)   java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)   java.lang.Thread.run(Thread.java:722) Caused by: javax.jcr.nodetype.ConstraintViolationException: no matching property definition found for {}subType   org.apache.jackrabbit.core.nodetype.EffectiveNodeType.getApplicablePropertyDef(EffectiveNodeType.java:782)   org.apache.jackrabbit.core.NodeImpl.getApplicablePropertyDefinition(NodeImpl.java:851)   org.apache.jackrabbit.core.NodeImpl.getOrCreateProperty(NodeImpl.java:399)   org.apache.jackrabbit.core.NodeImpl$SetPropertyOperation.perform(NodeImpl.java:2051)   org.apache.jackrabbit.core.NodeImpl$SetPropertyOperation.perform(NodeImpl.java:1998)   org.apache.jackrabbit.core.session.SessionState.perform(SessionState.java:216)   org.apache.jackrabbit.core.NodeImpl.setProperty(NodeImpl.java:1920)   org.apache.jackrabbit.core.NodeImpl.setProperty(NodeImpl.java:1890)   com.adobe.granite.workflow.core.jcr.WorkItemManager.addWorkItem(WorkItemManager.java:112)  ... 7 more  Does anyone know any solution for the same?  Thanks in Advance  ableman Kush  "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Which version of aem? DO you have NPR-3544 installed?http://helpx.adobe.com/experience-manager/kb/cq561-available-hotfixes.html 
ims-e43813c0523957ef0a490d44@adobeid.com,1,Reply,For information :  After 3544 we also have following hotfixes installed:    cq-5.6.1-hotfix-3695-1.0;day/cq561/hotfix;N cq-5.6.1-hotfix-3728;day/cq561/hotfix;N    which have event jar (org.apache.sling.event) upgraded to 3.3.4 version. /RK  
ims-e43813c0523957ef0a490d44@adobeid.com,1,Reply,"Hi   Thanks for your reply. AEM Version : Adobe Experience Manager  Version 5.6.1.20130606. The hotfix ""cq-5.6.1-hotfix-3544-1.0.zip"" is installed in the server. /RK   "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply," ableman kush wrote...   Hi     Thanks for your reply.   AEM Version : Adobe Experience Manager  Version 5.6.1.20130606.   The hotfix ""cq-5.6.1-hotfix-3544-1.0.zip"" is installed in the server.   /RK           Hi RK  In replication agent check ""No Versioning"" and verify. If it works then there is some version issue. If does not work report the issue  daycare & will do the rest. Thanks   "
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply, ableman  it looks like  ACL issue  have you changed any of the permissions with the groups ?? Can you enable and give permission to everything for administrator group. restart and try again. 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,after installing those hotfixes  is it working now ? 
ims-e43813c0523957ef0a490d44@adobeid.com,1,Reply,No.. its not working :( /RK 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Hi ableman  Are you using the OOTB workflow for activate later and deavctivate later or have you created a custom workflow for the same aman also looks like a permission issue with the user who have scheduled it for activate later / deactivate later. Can you give more information on the group of the user who will be performing that action   thanks   
ims-e43813c0523957ef0a490d44@adobeid.com,1,Reply,Hi   Yes we are using the OOTB workflow for activate later and deavctivate later. We are trying it with admn user. /RK 
ims-184d2e3d46f818369920154a@adobeid.com,0,How can I restrict the content using query builder to a particular user for a given node, In geometrix site if I need to get the results for page which has only user X has access Following query pulls all the records but I need to restrict to user X who can access contents  /content/geometrixx http://localhost:4502/bin/querybuilder.feed?orderby=@jcr:content/jcr:created&orderby.index=true&orderby.sort=desc&path=/content/geometrixx/en&type=cq:Page What are the parameters that need to be included in the url 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,When you use the QUeryBuilder Java API from within  OSGi bundle - you have much finer control than the Rest API. For example --you can control when the call is made and under what circumstances by developing correct application logic. You can see who the user is and if its not the user that you want - then do not let the call proceed. In other words - write application logic to control this.  Information about the Query Builder Restful API is here: http://dev.day.com/docs/en/cq/current/dam/customizing_and_extendingcq5dam/query_builder.html There are different examples -- including using Groups. 
ims-6c4e42004d6d22130a04b88b@adobeid.com,1,Reply,By default the query builder servlet uses the session  which has been created with the permissions of the logged in user. So if you want to get results only a user X can see  you should send proper authentication for the user X for this request to the querybuilder  and that's it. If you abdella t want to do this  you need to write your own servlet (or a wrapper around the querybuilder servlet)  which accepts the username  a parameter  opens a session for this user and then does the query in the scope of this session. Jrg 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Agree with   If you have dispatcher use mod_security example  http://helpx.adobe.com/experience-manager/kb/restrict-system-administrator-login-specific.html Additionally you can use filter  sample example of different use case  http://aemfaq.blogspot.com/2013/05/blocking-anonymous-access-to-crx-in-non.html 
ims-9baa5fed4eaca68b0a490d44@adobeid.com,0,JSPs not recompiling after edit,I'm having a heck of a time with JSPs not being recompiled after I aman them  and it seems to be getting worse over the last couple weeks. I've had some success with modifying the lastModified date of the JSP  but today even that is not working. I also looked  the lastModified date on the .java and .class files in /var/classes  and I see that they are incorrect - they're several hours in the future. Is there a different clock being use for those that I can check? Is there something beside the lastModified date I can tweak? 
ims-9baa5fed4eaca68b0a490d44@adobeid.com,1,Reply,We tried for months to get a daycare account setup without success. I can work through our client to get the request filed  but in the interim  is there something I can do? This is v5.4 
ims-9baa5fed4eaca68b0a490d44@adobeid.com,1,Reply,I'm using primarily CRXDE  but other team members are using CRXDE Lite 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Till your account is setup  a workaround delete all nodes below /var/classes/org/apache/jsp/* & then restart Apache Sling Dynamic Class Loader Support bundle to force them to recompile. 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,What tool are you using to modify your JSP files? Are you using CRXDE lite? 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,De-ponds on your cq version. File daycare & get required hotfix. http://helpx.adobe.com/experience-manager/kb/CQ5JSPsNotRecompilingOnPackageInstallation.html 
ims-255a0861516d18fd0a490d45@adobeid.com,0,ExtJS-custom multifield component-node creation instead of property value  in AEM 5.6.1," I'm currently working on a project where i will need to implement custom multifield component. I'm really specific about the fact that i need to create nodes (which can be any number) when user specifies a value instead of key  value property. I have currently added a aguas and a textbox.. which will be loaded using HTTP GET and when the user tries to input a value i would HTTP post from my custom extjs.  shown in the attachmenti would prefer the LHS to store entered values in nodes instead of RHS. I have created the component of the following structure The http calls will be made and will not insert to jcr:content or any other path i've decided to remove the node reference ""./multishort"" below? Request you to please help in this regard. Note:the Above details are in the attachment with the screen shot. "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Enhancement request has been placed(CQ5-4257) . You might need to develop your own widget  project level. 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,In your example  you named your multi-field ./multishortin the dialog property.Each time a user adds a new multifield by clicking the Add Itemon your dialog: [img]multixtype.png[/img] AEM controls defined in your custom xtype is displayed.That is -- objects defined in: Ejst.CustomWidget = CQ.Ext.extend(CQ.form.CompositeField) are displayed. A user using your component will entervalues into the controls in each multi-field. You can read back the values in the component's JSP by using node application logic. However - to read these values back - you need to reference the name of the multi-field -  defined by the property in the dialog. In your case - multishort. I'm not sure why you want to remove reference to ./multishort. You need this reference to read back the values that a user entered in the controls in the custom xtype using node application logic. We will be releasing a new xtype community article on Fri March 21 that shows how to read back values from a multi-field that uses a custom xtype. Very similiar to this use case. 
ims-459f0ca146579924992015d5@adobeid.com,0,JCR query with condition on child node's property value,"Hi  Is there a way to write this query without using joins or sub queries using SQL2? SELECT * FROM [cq:Page]  WHERE ISDESCENDANTNODE(['/content/myapp'])  AND LOCALNAME = 'home'  AND ['jcr:content/domainName'] = 'example.com' The query in English is ""Find all cq:Page nodes that are named home and have a child node jcr:content that has a property domainName with value example.com"".  the moment  the problem is that I cannot usejcr:content/domainName  a property name in the where clause. Thanks. "
ims-184d2e3d46f818369920154a@adobeid.com,1,Reply,Have you tried @domainName like SELECT * FROM [cq:Page] WHERE ISDESCENDANTNODE(['/content/myapp']) AND LOCALNAME = 'home' AND ['jcr:content/@domainName'] = 'example.com' 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,You can also refer [1] http://docs.adobe.com/docs/en/aem/6-0/develop/search/querybuilder-api.html and test it on query builder (/libs/cq/search/content/querydebug.html) 
ims-610f2b315368e0b20a490d4c@adobeid.com,0,How to enable Lock/Unlock on Coral UI AEM 6,Hi Guys  I'm using AEM 6.0 . I want to enable Lock/ Unlock feature for my DAM assets. But this is not straight forward  seen on classic UI. Moreover I'm not able to use any properties such  hidden  conditions  handlers and listeners. Please suggest the best way to implement the same . Regards  ammerman 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,OOB for dam assets not available. However you can look  sites how it is implemented and replace for assets. You need to implement layers hope you have watchedhttp://dev.day.com/content/ddc/en/gems/user-interface-customization-for-aem-6.html [img]Common.png[/img] 
ims-7cee10e35196a5480a490d44@adobeid.com,0,AEM 5.6.1 Newsletter - Sidekick Keeps loading forever,Hello  In AEM 5.6 and 5.6.1  on loading the page http://localhost:4502/cf#/content/campaigns/geometrixx/monthly_newsletter.emailclient.html  i see the sidekick just loading forever  and on refresh i see the options in sidekick. I'm wondering if this is  Issue  that anyone else is facing? Although in 5.6 and 5.6.1  I see the below error on loading the newsletter: Uncaught TypeError: Cannot read property 'utils' of undefined widgets.js:93079  ala TypeError: Cannot read property 'WCM' of undefined widgets.js:93079   Regards    
ims-7cee10e35196a5480a490d44@adobeid.com,1,Reply,Hello   Yes tried a fresh install   and with nothing on the instance  just alsobrook  and i see this behavior. However on second refresh i see it loading completely. This occurs on our dev environments  well 
ims-7cee10e35196a5480a490d44@adobeid.com,1,Reply,Attaching snapshot  Windows 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,I just tested on 5.6 and 5.6.1 and it loaded both times: [img]Newsletter.png[/img] It looks like there is a missing property in your environment - out of the box aman works. Do you have another machine/server where can you test out a fresh install? 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,This should be loading with out issue or requiring a refresh. Please open a ticket here: http://helpx.adobe.com/marketing-cloud/experience-manager.html 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,This could happenwhen a mobile page is opened for the first time & bug is filled (CQ5-34469). Refreshing page is one of workaroun. Please file daycare if it is impacting you. 
ims-7cee10e35196a5480a490d44@adobeid.com,1,Reply, ahrns wrote...   Hello    In AEM 5.6 and 5.6.1  on loading the page http://localhost:4502/cf#/content/campaigns/geometrixx/monthly_newsletter.emailclient.html  i see the sidekick just loading forever  and on refresh i see the options in sidekick. I'm wondering if this is  Issue  that anyone else is facing?   Although in 5.6 and 5.6.1  I see the below error on loading the newsletter:   Uncaught TypeError: Cannot read property 'utils' of undefined widgets.js:93079    ala TypeError: Cannot read property 'WCM' of undefined widgets.js:93079     Regards          Anyone? Anyone facing similar issue? 
ims-42831900529f07fd0a490d4c@adobeid.com,0,Integration with SiteCatalyst,"HI  I amreading the article on AEM integration with Adobe SiteCatalyst. Ref Doc :https://docs.adobe.com/docs/en/aem/6-0/administer/integration/marketing-cloud/sitecatalyst/sc-connect.html It has been mentioned that : ""Providing Administrator privileges is not enough to allow a user to connect from AEM to Site Catalyst. That user must have Web Service Access privileges."" Can someone tell me how can I grant Web Service Access Privileges to a group?  Regards  alliston   "
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,basically Your organization's Adobe Marketing Cloud administrator must grant you web services access privileges before you can use the Enterprise API. 
ims-42831900529f07fd0a490d4c@adobeid.com,1,Reply,Thanks 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Thats in the access of sitecatalyst 
ims-1598df1e54b8ce4c0a4c98bc@adobeid.com,0,Adobe Experience Manager ClientContext geolocation on publish,"I have problem with ClientContext in publish. Most specifically this javascript code on a page:   var geolocationStore = CQ_Analytics.ClientContextMgr.getRegisteredStore(""geolocation""); Geolocation store is not working in publish mode while in author works  and stores like facebook  or marketing work on both  author and publish. Can you please tell me if i missed something  because everything except this seems to be ok. "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,I was not referring to component instead of design.  You will see that only in design mode. Can you try activating /etc/clientcontext/default Working in author & not on publish is many times because of mismatch of all the required content/template/component between instances. 
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Use 'Activate Tree' to activate the node /etc/clientcontext 
ims-1598df1e54b8ce4c0a4c98bc@adobeid.com,1,Reply,Yes I did activate this node. But still it does not work correctly. i actually publish this in a way shown in attachment  by activating the page. But i just checked and republished this complete node/etc/clientcontext and it is completely in sync with publish instance. 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Make sure to activate client context configured.  That is from design mode of page in author find client context path  shown in sample [1] and then make sure to activate that cliet context. [1] http://helpx.adobe.com/experience-manager/kb/turn-off-geolocation/_jcr_content/main-pars/image_0.img.png/Change_Path.png 
ims-1598df1e54b8ce4c0a4c98bc@adobeid.com,1,Reply,I did activate the client context. I have my /libs/cq/personalization/components/contextstores/geolocation nodespublished. Also I do not have client context  a component you shown. 
ims-1598df1e54b8ce4c0a4c98bc@adobeid.com,1,Reply,No  the tree is activated. But I did found out something new  what might be the reason it does not work on publish.  My client context on admin worked  but then I cleared /var/classes and /var/clientlibs nodes  and suddently it doesn't work on admin any more.  I do have my store under/etc/clientcontext/default/content/jcr:content/stores and client context under apps referenced from store (you can see the structure in the image [img]cctree.png[/img]). Now  the thing is that my aman js gets run (I did debug)  but the stuff from kernel or the ui lib does not  and my client context does not get initialized.  I guess this is the reason why it does not work  but I do not know why /var/ node has anything to do with it  and why it stopped working after cleaning it. 
ims-a3f9cbc1556d4ca47f000101@adobeid.com,0,How to enable the clustering in AEM 6,Please let me know how to enable the clustering in AEM 6.0 I did by enable the CRX 2 by override the CRX 3 in AEM 6.0. Does it effect any of the functionality if we use the CRX 2 .... i means in sense of amezquita MK ??? Other one if enable the clustering with CRX 2 then how my publisher know this the author????? if do clustering  the author end 
ims-1b023ad34c9b54c50a04b833@adobeid.com,1,Reply,Why do you want to enable clustering:Are you looking for scalability reliability or high availability? If you use CRX2  you will not have the advantages of the aguado based repository. amici has no relation to CRX2 clustering  if you use CRX2 clustering and then want to move to amici  you would have to migrate your repository to aguado and then to amezquita  If you use CRX2 clustering  then replication requests goes via the master.  
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,I would advice to migrate to CRX3 from CRX2  CRX2 is not supported from AEM 6.1 Also if you are using CRX2  clustering should work  before and there will not be any amezquita MK for CRX2. If you upgrade to CRX 3 then you can use amici for clustering using shard system refer [1] for the same [1]http://docs.adobe.com/docs/en/aem/6-0/deploy/recommended-deploys.html 
ims-429a138653c69a3f0a490d45@adobeid.com,0,"Terminology ""Template""","Hi  >>Resource Type: The component's path that is assigned to the template and copied to implementing pages. Enter customer/components/page/templateCustomer. i would have a question concerning the terminology of ""template"" in the most AEM tutorials. If I create a template I name it e.g. ""template..."" - thats clear and makes sense for me. What is not clear for my is  why to name recource type also starting with ""template"". Is this a convention? - Because actually the resource type is a component for my understanding. Thanks a lot for help! All the best "
ims-429a138653c69a3f0a490d45@adobeid.com,1,Reply,Thanks a lot!! Max 
ims-20bb14a6468d065b992016b6@adobeid.com,1,Reply,"hi AFAIK there is no convention like this  I see quite a lot this structure: /apps/<project>/templates/contentpage /apps/<project>/page/contentpage Where in this case /page/ is the base-page  and the template ""contentpage"" is pointing to the ""page/contentpage"" resourceType. Hope this helps.   achzet  "
ims-7f5a4a3c42075ef399201549@adobeid.com,1,Reply,Max  firstly there is no naming convention of having 'template' either for the templates or the page components associated to the templates. So  templates should be under the folder 'templates' with type cq:template and a sling:resoucetype mapping to the page components to render inside the templates. Nothing else to worry :)  
ims-1ab61fd94a7116bf992015b9@adobeid.com,0,page sorting on siteadmin,Hi  is it possible to order pages in a certain way through site admin and then when we do  xpath search retain the order we defined through siteadmin for results we find through xpath search.  Thanks Chris 
ims-1ab61fd94a7116bf992015b9@adobeid.com,1,Reply,Hi Thanks   If I was to do node.getNodes() how heavy a call is this compared to me doing a search use querymanager with all the filters applied?  thanks  
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,it all deponds on your structure & number of nodes. respectDocumentOrder will surely be expensive compared tonode.getNodes() 
ims-1ab61fd94a7116bf992015b9@adobeid.com,1,Reply,I want to use siteadmin to order pages in a certain way eg  page1 - has a property called foods page3- has a property called games page4- has a property called drinks page9 -has a property called games page10 -- has a property called foods  I would like to now write a servlet to search for foods and games  I would like the order to be retained as page1 - has a property called foods page3- has a property called games page9 -has a property called games page10 -- has a property called foods 
ims-1ab61fd94a7116bf992015b9@adobeid.com,1,Reply,what I want to do is use querymanager to select from a particular path and get all the pages in that. However I want the result to retain the node ordering you see inside jcr  eg news page   --> news page 3   --> news page 1  --> news page 3  when I run my query using querymanager I want to retain the above order in the queryresults 
ims-7b2c08c246832d599920157f@adobeid.com,1,Reply,Can you please provide more details on what you want to do. You want to use SiteAdmin to order pages? 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,"Usually you abdella t have a search when you want the node order and can simply use navigational access (node.getNodes()) in that case. Example  [1] and then in logic you can apply filter.  In Jackrabbit/CRX you can globally configure ""respectDocumentOrder""for the query index  which is turned off by default  since it is expensive. It would have effect on queries w/o any order by statement (and might only affect xpath & sql). There is no explicit order by document order statement  all. [1] <%  Resource r = slingRequest.getResourceResolver().getResource( ""/content/geometrixx/en"");  Node rootNode = r.adaptTo(Node.class);  NodeIterator it = rootNode.getNodes();  while(it.hasNext()){  Node node aman nextNode();  %>  <%=node.getName()%>  <%  }  %>   "
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Your requirement does not look like sorting. It is about filtering. You can meet it using [1] & might be additional filtering. [1] http://dev.day.com/docs/en/cq/current/developing/customize_siteadmin.html 
ims-6e0d61b6526123820a490d4c@adobeid.com,0,How to make a phonegap app presents contents according to region / country of the User?,Hello  I have the following problem:  Have  app in English and a copy of it in Portuguese and need to select the region Brazil changed the contents pass  there is possibility with AEM 6? 
ims-5cd66de54dbacbe30a490d45@adobeid.com,1,Reply,We will be releasing a feature pack in November to facilitate this use case. More details to come. 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Yes it is possible. Not sure if you are looking  clint side or server side. Take a look  http://www.slideshare.net/GabrielWalt/cqcon13-gabriel-walt 
ims-18f001b64845d2ce992015a8@adobeid.com,1,Reply,Fragmenting the app's ContentSync config will enable more control over content management and app content updates. The mobile app when aware of these different ContentSync configs can request update zips  required. This can be broken down by; geo  lang  year or month of content or any other meaningful separation. The effort is in the separation of ContentSync config and in the mobile app knowing when to pull the appropriate content package.  ambuehl mentioned there will be better support and samples of this coming soon. 
ims-78d84e8a51ef91d20a490d4c@adobeid.com,0,Reverse Replication on nodes  of type cq:page   vs   nt:unstructured,Hi Guys    I'm trying to achieve part of reverse replication process from one of my publisher instance to author instance . The goal is to reverse replicate custom form data from publisher instance to author . I'm able to achieve it by referring from herehttp://helpx.adobe.com/cq/kb/HowToUseReverseReplication.html.  the article states  if Icreate the structure starting with usergenerated / comments/ form1 / and then have the data container starting withcq:page node it works . However if I create the same structure with data container with nt:unstructured node reverse replication doesn't happen (no entry in outbox  well) . Is it that reverse replication happens only on node of type cq:page ? Below are the CRX structures generated  a result of form submits from publish instance . Thanks in advance for the pointers Working structure          Usergenerated     (sling:folder)        \  comments  (sling:folder)            \ form1 (sling:folder)                \  firstpage (cq:page)                       \ jcr:content (cq:pagecontent) (cq:distribute  cq:lastmodified cq:lastmodified by are set)                               \ par ( nt:unstructured)                                       \ comment ( nt:unstructured) ( will have form properties)   Not Working Structure     Usergenerated     (sling:folder)        \  comments  (sling:folder)                  \ form1 (sling:folder)                           \  first (nt:unstructured) (cq:distribute  cq:lastmodified cq:lastmodified by are set)                                     \ comment ( nt:unstructured) ( will have form properties)        
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,Currently the reverse replication is page event entire context gets replicated and can not restrict the reverse replication only to the current user input node. That means it replicate pages only  not arbitrary fine-granular content. Replicating unstructured nodes  such  nodes inside a particular nodes easily gets into a mess especially for managing the content. Anyhow enhancement request placed to remove this restriction. 
ims-78d84e8a51ef91d20a490d4c@adobeid.com,1,Reply,Thanks for the information   We are in discovery phase yet   will keep this in mind .  regards 
ims-f34738b3527a6b9e0a490d4c@adobeid.com,0,Customizing request.log and access.log files for CQ 5.6.1,Hi  Need help for customizing request.log and access.log files for CQ 5.6.1. I need to add Session ID attribute to the log files for some monitoring purpose. Read the documentation for CQ 5.6.1 and its mentioned that customizing these 2 files is possible. But didn't find any details or examples of how to achieve that. Can you please let me know about this? 
ims-6c4e42004d6d22130a04b88b@adobeid.com,1,Reply,Hi  what do you mean with session ID? Do you want to print the server-side session ID to the logfile? I abdella t think  that this is not easily possible   it is not provided  variable in the logger (see the OSGI console for the list of supported data for logging. You likely need to extend the code  but note: AEM 5.6.1 still uses slf4j  while AEM 6.x uses logback  backend. kind regards   Jrg 
ims-aea414f64e3935fd0a490d45@adobeid.com,1,Reply,For this you need to configure RequestLoggerService & not logger writer or reader. http://sling.apache.org/documentation/development/client-request-logging.html#ClientRequestLogging-LogFormatSpecification. 
